Fish Name,Fish Family,Region,Season,Is Sustainable,Best Month,Worst Month,Number of Fish per m2,Population Number,Fish Consumption Rate (kg/year),Mortality Rate (%),Cause of Threatening,Threatened,Pollution Level,Threat Level Percentage
Kingfish,Scombridae,West Coast,Spring,Yes,April,May,4.03,465,23.05,17.37781081,Pollution,Yes,10,47.30132366
Bonito,Scombridae,West Coast,Winter,Yes,April,October,0.77,1316,3.72,11.07113153,Pollution,No,6,100
Emperor,Lutjanidae,West Coast,Winter,No,March,August,1.04,1648,19.87,5.698939598,Habitat Destruction,No,4,85.13911634
Anthias,Serranidae,East Coast,Spring,No,January,October,4.49,217,19.78,19.09613865,Pollution,Yes,10,100
Snapper,Lutjanidae,West Coast,Winter,No,December,November,3.69,649,37.55,13.78361611,Pollution,Yes,8,59.11352706
Emperor,Lutjanidae,West Coast,Fall,Yes,December,June,0.98,1043,1.01,8.166713782,Pollution,No,7,54.2560473
Comber,Serranidae,East Coast,Summer,Yes,March,May,1.35,1856,7.1,7.563458637,Pollution,No,1,65.40712313
Jobfish,Lutjanidae,West Coast,Summer,No,February,April,0.46,2119,49.31,6.916099564,Pollution,No,1,100
Sole,Pleuronectidae,West Coast,Winter,Yes,March,September,2.98,1502,5.28,7.493913666,Overfishing,No,1,100
Comber,Serranidae,East Coast,Summer,No,April,August,1.98,231,9.77,18.63359346,,Yes,8,100
Plaice,Pleuronectidae,West Coast,Fall,Yes,June,August,0.25,231,23.24,17.23696506,Overfishing,Yes,10,100
Trout,Salmonidae,Both Coasts,Summer,No,May,October,2.51,1858,37.55,5.689806831,Pollution,No,4,35.40980347
Emperor,Lutjanidae,West Coast,Summer,No,April,November,3.3,2709,7.02,6.935569715,Overfishing,No,2,100
Damselfish,Pomacentridae,East Coast,Winter,No,February,November,2.58,318,12.61,17.58504761,Climate Change,Yes,9,100
Plaice,Pleuronectidae,West Coast,Fall,No,June,January,4.7,1527,33.29,7.3022834,Pollution,No,4,100
Bonito,Scombridae,West Coast,Fall,Yes,October,March,2.58,1478,31.2,10.9044001,Overfishing,Yes,5,100
Tuna,Scombridae,West Coast,Summer,No,October,December,2.53,2655,39.1,4.879114214,,No,4,100
Flounder,Pleuronectidae,West Coast,Winter,No,August,December,3.61,2392,31.94,5.388961013,Climate Change,No,3,100
Flounder,Pleuronectidae,West Coast,Spring,No,February,October,2.73,1290,9.6,8.220394317,Climate Change,No,6,75.87377788
Anthias,Serranidae,East Coast,Fall,No,February,October,3.08,2936,7.35,4.162252715,Pollution,No,3,49.39186067
Sole,Pleuronectidae,West Coast,Winter,No,September,January,1.78,598,9.67,18.04760467,Pollution,Yes,8,100
Clownfish,Pomacentridae,East Coast,Fall,Yes,February,March,2.39,1182,1.79,11.64984128,Pollution,No,6,100
Plaice,Pleuronectidae,West Coast,Fall,No,March,May,0.23,278,12.99,12.33063094,,Yes,8,47.91612445
Anthias,Serranidae,East Coast,Summer,No,August,May,1.21,2819,5.73,2.78088431,Overfishing,No,3,100
,,,,,,,,,,,,,,
Sole,Pleuronectidae,West Coast,Winter,Yes,September,June,3.99,641,29.19,15.4336844,,Yes,10,100
Tuna,Scombridae,West Coast,Summer,No,September,February,3.06,894,28.14,9.817313726,Habitat Destruction,No,6,11.5695283
Anthias,Serranidae,East Coast,Winter,Yes,April,December,4.17,358,19.87,14.30816819,Habitat Destruction,Yes,9,30.65613151
Grayling,Salmonidae,Both Coasts,Summer,Yes,August,June,3.65,2098,38.87,4.256499464,Climate Change,No,3,69.77064923
Mackerel,Scombridae,West Coast,Spring,No,April,February,0.27,1380,11.43,8.611560815,Pollution,No,5,100
Plaice,Pleuronectidae,West Coast,Winter,No,July,December,3.06,761,43.82,14.34331895,Overfishing,Yes,10,52.5937383
Emperor,Lutjanidae,West Coast,Summer,No,July,February,3.11,2965,9.63,5.008319865,Overfishing,No,2,100
Kingfish,Scombridae,West Coast,Fall,No,December,February,2.06,388,26.57,16.00685469,,Yes,10,100
Jobfish,Lutjanidae,West Coast,Summer,No,May,October,4.07,310,13.85,13.4776597,,Yes,10,100
Damselfish,Pomacentridae,East Coast,Summer,No,July,March,3.11,1265,13.18,9.179267078,Overfishing,No,6,100
Sole,Pleuronectidae,West Coast,Summer,No,January,September,3.18,522,23.89,18.65554794,Climate Change,Yes,9,52.38506971
Salmon,Salmonidae,Both Coasts,Spring,No,May,July,1.7,1340,28.76,11.12984059,Habitat Destruction,Yes,5,100
Plaice,Pleuronectidae,West Coast,Spring,No,May,December,3.76,2881,8.73,5.178907942,Habitat Destruction,No,2,28.68172929
Snapper,Lutjanidae,West Coast,Winter,No,February,April,0.42,1957,22.14,7.091861528,,No,4,100
Bonito,Scombridae,West Coast,Fall,Yes,April,June,1.67,875,46.67,10.35128658,Pollution,Yes,5,75.41242474
Plaice,Pleuronectidae,West Coast,Spring,Yes,September,May,4.84,2892,6.68,6.698500897,,No,2,40.07865421
Comber,Serranidae,East Coast,Fall,No,December,June,4.42,2883,25.71,7.654305069,Overfishing,No,3,66.15764592
Grayling,Salmonidae,Both Coasts,Winter,Yes,March,August,4.73,1158,6.44,9.51321839,Pollution,No,5,100
Flounder,Pleuronectidae,West Coast,Fall,Yes,January,June,1.4,975,49.37,8.928248565,Habitat Destruction,Yes,6,100
Sea Bass,Serranidae,East Coast,Summer,Yes,February,July,3.44,1636,1.97,6.53396129,Pollution,No,3,100
Salmon,Salmonidae,Both Coasts,Spring,Yes,July,October,1.52,439,8.98,19.67910066,Pollution,Yes,8,50.21998571
Emperor,Lutjanidae,West Coast,Spring,Yes,April,November,4.41,2046,4.42,5.22797282,Habitat Destruction,No,3,100
Salmon,Salmonidae,Both Coasts,Summer,Yes,December,August,2.96,2818,2.17,3.04847871,Habitat Destruction,No,4,100
Damselfish,Pomacentridae,East Coast,Spring,Yes,April,February,2.22,655,11.36,12.13892265,Climate Change,Yes,10,100
Chromis,Pomacentridae,East Coast,Winter,No,January,February,4.2,1271,27.59,8.87781497,Climate Change,No,5,100
Kingfish,Scombridae,West Coast,Spring,No,August,April,4.22,692,15.71,19.93371625,,Yes,9,53.35523852
Sea Bass,Serranidae,East Coast,Winter,No,January,July,4.33,777,20.67,14.85223577,Habitat Destruction,Yes,8,100
Anthias,Serranidae,East Coast,Spring,Yes,November,June,0.32,354,6.08,12.92115232,Pollution,Yes,8,100
Jobfish,Lutjanidae,West Coast,Fall,Yes,April,August,2.4,2579,4.8,2.187524932,Overfishing,No,4,80.68047229
Anthias,Serranidae,East Coast,Summer,No,October,March,1.73,2304,1.84,7.028719918,Overfishing,No,2,100
Bonito,Scombridae,West Coast,Winter,Yes,January,September,3.44,1240,46.24,9.029392388,Habitat Destruction,No,6,100
Grouper,Serranidae,East Coast,Fall,Yes,September,December,0.62,1437,26.04,8.381634158,Overfishing,No,6,100
Grouper,Serranidae,East Coast,Fall,Yes,August,July,1.03,1809,30,2.040107616,Overfishing,No,4,100
Kingfish,Scombridae,West Coast,Winter,No,April,September,3.71,1033,18.94,10.90433083,Overfishing,No,5,100
Clownfish,Pomacentridae,East Coast,Spring,No,November,October,1.6,850,32.95,9.538300005,Climate Change,Yes,7,76.99078541
Trout,Salmonidae,Both Coasts,Fall,No,September,November,0.98,1488,49.64,8.081152628,,No,7,54.23230855
Grouper,Serranidae,East Coast,Winter,No,June,May,1.22,2825,16.22,4.039192364,Overfishing,No,4,100
Trout,Salmonidae,Both Coasts,Spring,No,August,November,0.69,961,21.11,11.70907974,Overfishing,Yes,6,58.17178897
Flounder,Pleuronectidae,West Coast,Fall,Yes,July,January,1.75,737,27.53,19.02784495,,Yes,9,100
Tuna,Scombridae,West Coast,Fall,Yes,August,March,1.84,1801,9.49,5.982179322,Climate Change,No,3,100
Sea Bass,Serranidae,East Coast,Fall,Yes,March,October,0.64,315,47.83,14.63597035,,Yes,8,89.10523549
Chromis,Pomacentridae,East Coast,Winter,No,January,July,2.13,909,7.18,10.49158388,Climate Change,Yes,5,97.86347756
Flounder,Pleuronectidae,West Coast,Spring,Yes,March,December,4.54,2730,13.12,5.215127855,Habitat Destruction,No,2,100
Flounder,Pleuronectidae,West Coast,Winter,Yes,November,January,1.29,212,44.75,14.622456,Overfishing,Yes,9,100
Mahogany Snapper,Lutjanidae,West Coast,Summer,Yes,July,September,3.17,1573,23.28,3.301191375,Climate Change,No,3,100
Bonito,Scombridae,West Coast,Spring,No,April,June,2.73,1675,3.53,7.108913805,Climate Change,No,2,71.02236604
Mahogany Snapper,Lutjanidae,West Coast,Spring,Yes,May,July,1.41,2923,48.54,6.333333043,Pollution,No,1,100
Sole,Pleuronectidae,West Coast,Fall,Yes,December,November,2.69,1528,16.68,4.906086982,Climate Change,No,4,63.76937552
Mackerel,Scombridae,West Coast,Summer,No,April,May,4.66,712,3.02,15.28504161,Overfishing,Yes,8,35.72789368
